 Comment line
 
        201 atoms
           0 bonds
           0 angles
           0 dihedrals
           0 impropers
 
           1 atom types
           0 bond types
           0 angle types
           0 dihedral types
           0 improper types
 
  0.0000000E+00   200      xlo xhi
  0.0000000E+00   200      ylo yhi
  0.0000000E+00   200      zlo zhi
     0.0000000      0.0000000      0.0000000   xy xz yz

 Atoms

146	1	0	104.17	106.159	102.166
147	1	0	106.159	95.8299	102.166
148	1	0	106.027	100	102.021
149	1	0	106.159	104.17	102.166
150	1	0	108.029	97.9837	102.016
151	1	0	108.029	102.016	102.016
152	1	0	92.0373	100	103.996
153	1	0	93.8412	97.8343	104.17
154	1	0	93.8412	102.166	104.17
155	1	0	95.8028	95.8028	104.197
156	1	0	95.9321	100	104.068
157	1	0	95.8028	104.197	104.197
158	1	0	97.8343	93.8412	104.17
159	1	0	97.9082	97.9082	104.094
160	1	0	97.9082	102.092	104.094
161	1	0	97.8343	106.159	104.17
162	1	0	100	92.0373	103.996
163	1	0	100	95.9321	104.068
164	1	0	100	100	104.017
165	1	0	100	104.068	104.068
166	1	0	100	107.963	103.996
167	1	0	102.166	93.8412	104.17
168	1	0	102.092	97.9082	104.094
169	1	0	102.092	102.092	104.094
170	1	0	102.166	106.159	104.17
171	1	0	104.197	95.8028	104.197
172	1	0	104.068	100	104.068
173	1	0	104.197	104.197	104.197
174	1	0	106.159	97.8343	104.17
175	1	0	106.159	102.166	104.17
176	1	0	107.963	100	103.996
177	1	0	93.9545	100	106.046
178	1	0	95.8299	97.8343	106.159
179	1	0	95.8299	102.166	106.159
180	1	0	97.8343	95.8299	106.159
181	1	0	97.9787	100	106.027
182	1	0	97.8343	104.17	106.159
183	1	0	100	93.9545	106.046
184	1	0	100	97.9787	106.027
185	1	0	100	102.021	106.027
186	1	0	100	106.045	106.046
187	1	0	102.166	95.8299	106.159
188	1	0	102.021	100	106.027
189	1	0	102.166	104.17	106.159
190	1	0	104.17	97.8343	106.159
191	1	0	104.17	102.166	106.159
192	1	0	106.046	100	106.046
193	1	0	96.0042	100	107.963
194	1	0	97.9837	97.9837	108.029
195	1	0	97.9837	102.016	108.029
196	1	0	100	96.0042	107.963
197	1	0	100	100	108.129
198	1	0	100	103.996	107.963
199	1	0	102.016	97.9837	108.029
200	1	0	102.016	102.016	108.029
201	1	0	103.996	100	107.963

